Frequency,Avg_RCS
50000000.0,1.570792
629961000.0,2.877321
7937010000.0,3.161137333333333
100000000000.0,2.5745983333333338
50000000.0,1.570792
629961000.0,2.8772690000000005
7937010000.0,3.1612240000000003
100000000000.0,2.5746066666666674
